i,j,dm32_no,precision,bf,log10_bf,sigma,rmse,rmse_sigma,frac_rmse,frac_sigma
8,4,2.303226,0.303226,-34.759263,-1.541071,-2.197780,0.092199,0.105998,0.002652,0.048229
8,5,2.303226,0.329032,-33.863073,-1.529726,-2.187807,0.091111,0.104847,0.002691,0.047923
8,6,2.303226,0.354839,-32.929199,-1.517581,-2.177100,0.090063,0.103737,0.002735,0.047649
8,7,2.303226,0.380645,-31.963528,-1.504655,-2.165668,0.088245,0.101806,0.002761,0.047009
8,8,2.303226,0.406452,-30.972211,-1.490972,-2.153529,0.085432,0.098806,0.002758,0.045881
8,9,2.303226,0.432258,-29.961399,-1.476562,-2.140699,0.081756,0.094864,0.002729,0.044315
8,10,2.303226,0.458065,-28.937079,-1.461455,-2.127201,0.077509,0.090278,0.002679,0.042440
8,11,2.303226,0.483871,-27.904979,-1.445682,-2.113054,0.073010,0.085382,0.002616,0.040407
8,12,2.303226,0.509677,-26.870503,-1.429276,-2.098282,0.068528,0.080466,0.002550,0.038348
8,13,2.303226,0.535484,-25.838687,-1.412270,-2.082908,0.064247,0.075733,0.002486,0.036359
8,14,2.303226,0.561290,-24.814163,-1.394700,-2.066955,0.060263,0.071296,0.002429,0.034493
8,15,2.303226,0.587097,-23.801140,-1.376598,-2.050448,0.056599,0.067186,0.002378,0.032767
8,16,2.303226,0.612903,-22.803388,-1.357999,-2.033413,0.053227,0.063381,0.002334,0.031170
8,17,2.303226,0.638710,-21.824240,-1.338939,-2.015875,0.050102,0.059833,0.002296,0.029681
8,18,2.303226,0.664516,-20.866594,-1.319452,-1.997860,0.047172,0.056488,0.002261,0.028274
8,19,2.303226,0.690323,-19.932923,-1.299571,-1.979394,0.044396,0.053302,0.002227,0.026929
8,20,2.303226,0.716129,-19.025301,-1.279332,-1.960505,0.041745,0.050245,0.002194,0.025628
8,21,2.303226,0.741935,-18.145414,-1.258767,-1.941218,0.039203,0.047298,0.002160,0.024365
8,22,2.303226,0.767742,-17.294593,-1.237910,-1.921561,0.036763,0.044456,0.002126,0.023135
8,23,2.303226,0.793548,-16.473836,-1.216795,-1.901562,0.034424,0.041721,0.002090,0.021940
8,24,2.303226,0.819355,-15.683837,-1.195452,-1.881248,0.032191,0.039097,0.002052,0.020782
8,25,2.303226,0.845161,-14.925012,-1.173915,-1.860645,0.030067,0.036591,0.002015,0.019666
8,26,2.303226,0.870968,-14.197530,-1.152213,-1.839783,0.028057,0.034211,0.001976,0.018595
8,27,2.303226,0.896774,-13.501336,-1.130377,-1.818687,0.026164,0.031961,0.001938,0.017574
8,28,2.303226,0.922581,-12.836181,-1.108436,-1.797387,0.024389,0.029843,0.001900,0.016604
8,29,2.303226,0.948387,-12.201644,-1.086418,-1.775908,0.022731,0.027860,0.001863,0.015687
8,30,2.303226,0.974194,-11.597162,-1.064352,-1.754278,0.021189,0.026008,0.001827,0.014826
8,31,2.303226,1.000000,-11.022045,-1.042262,-1.732523,0.019759,0.024287,0.001793,0.014018
9,0,2.316129,0.200000,-20.493561,-1.311617,-1.990594,0.112408,0.126987,0.005485,0.063793
9,1,2.316129,0.225806,-20.136550,-1.303985,-1.983502,0.098875,0.113012,0.004910,0.056976
9,2,2.316129,0.251613,-19.753884,-1.295652,-1.975744,0.087494,0.101006,0.004429,0.051123
9,3,2.316129,0.277419,-19.346397,-1.286600,-1.967299,0.078088,0.090905,0.004036,0.046208
9,4,2.316129,0.303226,-18.915418,-1.276816,-1.958151,0.070388,0.082511,0.003721,0.042137
9,5,2.316129,0.329032,-18.462917,-1.266300,-1.948294,0.064110,0.075581,0.003472,0.038794
9,6,2.316129,0.354839,-17.991360,-1.255064,-1.937735,0.058973,0.069853,0.003278,0.036049
9,7,2.316129,0.380645,-17.503521,-1.243125,-1.926486,0.054705,0.065053,0.003125,0.033768
9,8,2.316129,0.406452,-17.002315,-1.230508,-1.914562,0.051062,0.060926,0.003003,0.031822
9,9,2.316129,0.432258,-16.490685,-1.217239,-1.901984,0.047845,0.057258,0.002901,0.030104
9,10,2.316129,0.458065,-15.971520,-1.203346,-1.888773,0.044905,0.053888,0.002812,0.028531
9,11,2.316129,0.483871,-15.447600,-1.188861,-1.874953,0.042150,0.050712,0.002729,0.027047
9,12,2.316129,0.509677,-14.921557,-1.173814,-1.860549,0.039526,0.047673,0.002649,0.025623
9,13,2.316129,0.535484,-14.395852,-1.158237,-1.845585,0.037010,0.044745,0.002571,0.024244
9,14,2.316129,0.561290,-13.872759,-1.142163,-1.830086,0.034599,0.041926,0.002494,0.022909
9,15,2.316129,0.587097,-13.354356,-1.125623,-1.814081,0.032297,0.039221,0.002418,0.021621
9,16,2.316129,0.612903,-12.842519,-1.108650,-1.797595,0.030109,0.036642,0.002345,0.020384
9,17,2.316129,0.638710,-12.338927,-1.091277,-1.780657,0.028044,0.034196,0.002273,0.019204
9,18,2.316129,0.664516,-11.845057,-1.073537,-1.763294,0.026105,0.031890,0.002204,0.018086
9,19,2.316129,0.690323,-11.362193,-1.055462,-1.745535,0.024292,0.029728,0.002138,0.017031
9,20,2.316129,0.716129,-10.891427,-1.037085,-1.727409,0.022606,0.027709,0.002076,0.016041
9,21,2.316129,0.741935,-10.433673,-1.018437,-1.708946,0.021041,0.025831,0.002017,0.015115
9,22,2.316129,0.767742,-9.989670,-0.999551,-1.690175,0.019595,0.024089,0.001962,0.014252
9,23,2.316129,0.793548,-9.559994,-0.980458,-1.671125,0.018261,0.022478,0.001910,0.013451
9,24,2.316129,0.819355,-9.145073,-0.961187,-1.651826,0.017032,0.020991,0.001862,0.012708
9,25,2.316129,0.845161,-8.745195,-0.941770,-1.632308,0.015903,0.019621,0.001818,0.012020
9,26,2.316129,0.870968,-8.360521,-0.922233,-1.612599,0.014866,0.018360,0.001778,0.011385
9,27,2.316129,0.896774,-7.991101,-0.902607,-1.592729,0.013914,0.017200,0.001741,0.010799
9,28,2.316129,0.922581,-7.636882,-0.882916,-1.572725,0.013041,0.016135,0.001708,0.010259
9,29,2.316129,0.948387,-7.297727,-0.863188,-1.552616,0.012240,0.015155,0.001677,0.009761
9,30,2.316129,0.974194,-6.973417,-0.843446,-1.532428,0.011504,0.014255,0.001650,0.009302
9,31,2.316129,1.000000,-6.663675,-0.823714,-1.512189,0.010828,0.013426,0.001625,0.008879
10,0,2.329032,0.200000,-10.770358,-1.032230,-1.722609,0.051450,0.061366,0.004777,0.035624
10,1,2.329032,0.225806,-10.604399,-1.025486,-1.715933,0.046448,0.055658,0.004380,0.032436
10,2,2.329032,0.251613,-10.425003,-1.018076,-1.708588,0.041927,0.050455,0.004022,0.029530
10,3,2.329032,0.277419,-10.232671,-1.009989,-1.700558,0.037866,0.045743,0.003701,0.026899
10,4,2.329032,0.303226,-10.028315,-1.001228,-1.691844,0.034239,0.041503,0.003414,0.024531
10,5,2.329032,0.329032,-9.813104,-0.991806,-1.682456,0.031017,0.037714,0.003161,0.022416
10,6,2.329032,0.354839,-9.588340,-0.981743,-1.672410,0.028175,0.034352,0.002939,0.020540
10,7,2.329032,0.380645,-9.355376,-0.971061,-1.661724,0.025683,0.031388,0.002745,0.018889
10,8,2.329032,0.406452,-9.115573,-0.959784,-1.650418,0.023505,0.028787,0.002579,0.017442
10,9,2.329032,0.432258,-8.870277,-0.947937,-1.638515,0.021605,0.026508,0.002436,0.016178
10,10,2.329032,0.458065,-8.620802,-0.935548,-1.626039,0.019942,0.024507,0.002313,0.015072
10,11,2.329032,0.483871,-8.368419,-0.922643,-1.613013,0.018479,0.022742,0.002208,0.014099
10,12,2.329032,0.509677,-8.114342,-0.909253,-1.599466,0.017183,0.021173,0.002118,0.013238
10,13,2.329032,0.535484,-7.859724,-0.895407,-1.585423,0.016025,0.019769,0.002039,0.012469
10,14,2.329032,0.561290,-7.605640,-0.881136,-1.570913,0.014983,0.018503,0.001970,0.011778
10,15,2.329032,0.587097,-7.353086,-0.866470,-1.555966,0.014039,0.017353,0.001909,0.011153
10,16,2.329032,0.612903,-7.102972,-0.851440,-1.540611,0.013179,0.016304,0.001855,0.010583
10,17,2.329032,0.638710,-6.856117,-0.836078,-1.524879,0.012393,0.015342,0.001808,0.010061
10,18,2.329032,0.664516,-6.613252,-0.820415,-1.508800,0.011671,0.014459,0.001765,0.009583
10,19,2.329032,0.690323,-6.375015,-0.804481,-1.492405,0.011008,0.013646,0.001727,0.009144
10,20,2.329032,0.716129,-6.141958,-0.788307,-1.475725,0.010396,0.012896,0.001693,0.008739
10,21,2.329032,0.741935,-5.914547,-0.771921,-1.458791,0.009833,0.012204,0.001662,0.008366
10,22,2.329032,0.767742,-5.693169,-0.755354,-1.441633,0.009312,0.011564,0.001636,0.008021
10,23,2.329032,0.793548,-5.478133,-0.738633,-1.424280,0.008831,0.010971,0.001612,0.007703
10,24,2.329032,0.819355,-5.269680,-0.721784,-1.406763,0.008385,0.010421,0.001591,0.007408
10,25,2.329032,0.845161,-5.067986,-0.704835,-1.389110,0.007970,0.009910,0.001573,0.007134
10,26,2.329032,0.870968,-4.873166,-0.687811,-1.371350,0.007585,0.009435,0.001556,0.006880
10,27,2.329032,0.896774,-4.685283,-0.670736,-1.353510,0.007226,0.008991,0.001542,0.006643
10,28,2.329032,0.922581,-4.504354,-0.653633,-1.335617,0.006890,0.008576,0.001530,0.006421
10,29,2.329032,0.948387,-4.330352,-0.636523,-1.317698,0.006575,0.008187,0.001518,0.006213
10,30,2.329032,0.974194,-4.163214,-0.619429,-1.299776,0.006281,0.007822,0.001509,0.006018
10,31,2.329032,1.000000,-4.002846,-0.602369,-1.281876,0.006003,0.007479,0.001500,0.005834
11,0,2.341935,0.200000,-5.497008,-0.740126,-1.425831,0.012234,0.015148,0.002226,0.010624
11,1,2.341935,0.225806,-5.426577,-0.734526,-1.420013,0.011865,0.014697,0.002186,0.010350
11,2,2.341935,0.251613,-5.349336,-0.728300,-1.413541,0.011442,0.014179,0.002139,0.010031
11,3,2.341935,0.277419,-5.265674,-0.721454,-1.406419,0.010965,0.013594,0.002082,0.009666
11,4,2.341935,0.303226,-5.176108,-0.714003,-1.398662,0.010456,0.012969,0.002020,0.009273
11,5,2.341935,0.329032,-5.081225,-0.705968,-1.390291,0.009938,0.012333,0.001956,0.008871
11,6,2.341935,0.354839,-4.981652,-0.697373,-1.381329,0.009430,0.011709,0.001893,0.008477
11,7,2.341935,0.380645,-4.878025,-0.688244,-1.371802,0.008946,0.011113,0.001834,0.008101
11,8,2.341935,0.406452,-4.770976,-0.678607,-1.361737,0.008492,0.010554,0.001780,0.007750
11,9,2.341935,0.432258,-4.661125,-0.668491,-1.351163,0.008072,0.010036,0.001732,0.007428
11,10,2.341935,0.458065,-4.549065,-0.657922,-1.340107,0.007686,0.009560,0.001690,0.007134
11,11,2.341935,0.483871,-4.435366,-0.646929,-1.328599,0.007333,0.009124,0.001653,0.006867
11,12,2.341935,0.509677,-4.320567,-0.635541,-1.316668,0.007009,0.008724,0.001622,0.006626
11,13,2.341935,0.535484,-4.205172,-0.623784,-1.304343,0.006712,0.008356,0.001596,0.006406
11,14,2.341935,0.561290,-4.089654,-0.611687,-1.291654,0.006438,0.008017,0.001574,0.006207
11,15,2.341935,0.587097,-3.974448,-0.599277,-1.278630,0.006184,0.007702,0.001556,0.006024
11,16,2.341935,0.612903,-3.859951,-0.586582,-1.265301,0.005946,0.007409,0.001541,0.005855
11,17,2.341935,0.638710,-3.746527,-0.573629,-1.251697,0.005724,0.007133,0.001528,0.005698
11,18,2.341935,0.664516,-3.634498,-0.560444,-1.237846,0.005513,0.006872,0.001517,0.005552
11,19,2.341935,0.690323,-3.524155,-0.547055,-1.223779,0.005314,0.006625,0.001508,0.005414
11,20,2.341935,0.716129,-3.415749,-0.533486,-1.209523,0.005124,0.006390,0.001500,0.005283
11,21,2.341935,0.741935,-3.309500,-0.519762,-1.195106,0.004943,0.006165,0.001494,0.005158
11,22,2.341935,0.767742,-3.205594,-0.505908,-1.180557,0.004769,0.005949,0.001488,0.005039
11,23,2.341935,0.793548,-3.104186,-0.491948,-1.165903,0.004602,0.005741,0.001483,0.004924
11,24,2.341935,0.819355,-3.005403,-0.477903,-1.151169,0.004441,0.005542,0.001478,0.004814
11,25,2.341935,0.845161,-2.909344,-0.463795,-1.136380,0.004286,0.005349,0.001473,0.004707
11,26,2.341935,0.870968,-2.816085,-0.449646,-1.121562,0.004137,0.005164,0.001469,0.004604
11,27,2.341935,0.896774,-2.725676,-0.435474,-1.106737,0.003993,0.004985,0.001465,0.004504
11,28,2.341935,0.922581,-2.638151,-0.421300,-1.091928,0.003854,0.004812,0.001461,0.004407
11,29,2.341935,0.948387,-2.553521,-0.407139,-1.077155,0.003720,0.004646,0.001457,0.004313
11,30,2.341935,0.974194,-2.471783,-0.393010,-1.062439,0.003591,0.004485,0.001453,0.004222
11,31,2.341935,1.000000,-2.392921,-0.378928,-1.047799,0.003467,0.004331,0.001449,0.004133
12,0,2.354839,0.200000,-2.733270,-0.436683,-1.108000,0.004700,0.005863,0.001720,0.005292
12,1,2.354839,0.225806,-2.704697,-0.432119,-1.103229,0.004666,0.005821,0.001725,0.005276
12,2,2.354839,0.251613,-2.673411,-0.427066,-1.097950,0.004611,0.005752,0.001725,0.005239
12,3,2.354839,0.277419,-2.639623,-0.421542,-1.092181,0.004535,0.005658,0.001718,0.005181
12,4,2.354839,0.303226,-2.603536,-0.415564,-1.085941,0.004442,0.005543,0.001706,0.005104
12,5,2.354839,0.329032,-2.565353,-0.409147,-1.079248,0.004338,0.005413,0.001691,0.005015
12,6,2.354839,0.354839,-2.525283,-0.402310,-1.072122,0.004226,0.005274,0.001673,0.004919
12,7,2.354839,0.380645,-2.483535,-0.395070,-1.064583,0.004110,0.005130,0.001655,0.004819
12,8,2.354839,0.406452,-2.440321,-0.387447,-1.056652,0.003994,0.004985,0.001636,0.004718
12,9,2.354839,0.432258,-2.395852,-0.379460,-1.048351,0.003878,0.004841,0.001618,0.004618
12,10,2.354839,0.458065,-2.350337,-0.371130,-1.039704,0.003763,0.004699,0.001601,0.004519
12,11,2.354839,0.483871,-2.303981,-0.362479,-1.030735,0.003651,0.004559,0.001585,0.004424
12,12,2.354839,0.509677,-2.256981,-0.353528,-1.021468,0.003542,0.004424,0.001569,0.004331
12,13,2.354839,0.535484,-2.209526,-0.344299,-1.011928,0.003436,0.004292,0.001555,0.004241
12,14,2.354839,0.561290,-2.161796,-0.334815,-1.002140,0.003333,0.004164,0.001542,0.004155
12,15,2.354839,0.587097,-2.113959,-0.325097,-0.992129,0.003233,0.004039,0.001530,0.004071
12,16,2.354839,0.612903,-2.066175,-0.315167,-0.981920,0.003137,0.003919,0.001518,0.003991
12,17,2.354839,0.638710,-2.018588,-0.305048,-0.971537,0.003044,0.003803,0.001508,0.003914
12,18,2.354839,0.664516,-1.971331,-0.294759,-0.961005,0.002953,0.003690,0.001498,0.003840
12,19,2.354839,0.690323,-1.924525,-0.284324,-0.950347,0.002866,0.003581,0.001489,0.003768
12,20,2.354839,0.716129,-1.878279,-0.273760,-0.939586,0.002781,0.003475,0.001480,0.003699
12,21,2.354839,0.741935,-1.832690,-0.263089,-0.928745,0.002699,0.003373,0.001472,0.003632
12,22,2.354839,0.767742,-1.787841,-0.252329,-0.917844,0.002619,0.003274,0.001465,0.003567
12,23,2.354839,0.793548,-1.743807,-0.241498,-0.906905,0.002542,0.003178,0.001458,0.003504
12,24,2.354839,0.819355,-1.700649,-0.230615,-0.895946,0.002467,0.003084,0.001451,0.003443
12,25,2.354839,0.845161,-1.658421,-0.219695,-0.884988,0.002395,0.002994,0.001444,0.003383
12,26,2.354839,0.870968,-1.617165,-0.208754,-0.874047,0.002325,0.002907,0.001438,0.003326
12,27,2.354839,0.896774,-1.576916,-0.197809,-0.863140,0.002257,0.002822,0.001431,0.003270
12,28,2.354839,0.922581,-1.537700,-0.186872,-0.852282,0.002192,0.002741,0.001425,0.003216
12,29,2.354839,0.948387,-1.499537,-0.175957,-0.841489,0.002128,0.002662,0.001419,0.003163
12,30,2.354839,0.974194,-1.462438,-0.165077,-0.830774,0.002067,0.002586,0.001414,0.003112
12,31,2.354839,1.000000,-1.426410,-0.154244,-0.820148,0.002008,0.002512,0.001408,0.003063
13,0,2.367742,0.200000,-1.325540,-0.122393,-0.789179,0.002367,0.002960,0.001786,0.003751
13,1,2.367742,0.225806,-1.316146,-0.119304,-0.786197,0.002280,0.002851,0.001732,0.003626
13,2,2.367742,0.251613,-1.305761,-0.115864,-0.782882,0.002200,0.002751,0.001684,0.003514
13,3,2.367742,0.277419,-1.294460,-0.112088,-0.779250,0.002127,0.002661,0.001643,0.003414
13,4,2.367742,0.303226,-1.282308,-0.107992,-0.775316,0.002063,0.002580,0.001609,0.003328
13,5,2.367742,0.329032,-1.269373,-0.103589,-0.771095,0.002005,0.002508,0.001580,0.003253
13,6,2.367742,0.354839,-1.255717,-0.098892,-0.766602,0.001954,0.002444,0.001556,0.003188
13,7,2.367742,0.380645,-1.241407,-0.093914,-0.761852,0.001907,0.002386,0.001536,0.003131
13,8,2.367742,0.406452,-1.226510,-0.088671,-0.756861,0.001864,0.002332,0.001520,0.003081
13,9,2.367742,0.432258,-1.211093,-0.083177,-0.751644,0.001823,0.002281,0.001505,0.003034
13,10,2.367742,0.458065,-1.195222,-0.077449,-0.746220,0.001784,0.002232,0.001493,0.002991
13,11,2.367742,0.483871,-1.178964,-0.071501,-0.740604,0.001746,0.002185,0.001481,0.002950
13,12,2.367742,0.509677,-1.162382,-0.065349,-0.734814,0.001709,0.002139,0.001471,0.002911
13,13,2.367742,0.535484,-1.145539,-0.059010,-0.728866,0.001673,0.002093,0.001460,0.002872
13,14,2.367742,0.561290,-1.128493,-0.052499,-0.722778,0.001637,0.002049,0.001451,0.002834
13,15,2.367742,0.587097,-1.111301,-0.045832,-0.716566,0.001602,0.002004,0.001441,0.002797
13,16,2.367742,0.612903,-1.094016,-0.039024,-0.710247,0.001567,0.001961,0.001432,0.002761
13,17,2.367742,0.638710,-1.076689,-0.032090,-0.703835,0.001533,0.001918,0.001423,0.002725
13,18,2.367742,0.664516,-1.059366,-0.025046,-0.697346,0.001499,0.001876,0.001415,0.002690
13,19,2.367742,0.690323,-1.042090,-0.017905,-0.690795,0.001466,0.001834,0.001407,0.002656
13,20,2.367742,0.716129,-1.024902,-0.010682,-0.684196,0.001433,0.001794,0.001399,0.002622
13,21,2.367742,0.741935,-0.807836,0.092677,-0.593050,0.190617,0.202020,0.235960,0.340646
13,22,2.367742,0.767742,1.009176,0.003967,0.678087,0.001397,0.001749,0.001384,0.002579
13,23,2.367742,0.793548,1.026500,0.011359,0.684814,0.001414,0.001770,0.001377,0.002584
13,24,2.367742,0.819355,1.044199,0.018783,0.691599,0.001431,0.001791,0.001371,0.002590
13,25,2.367742,0.845161,1.062252,0.026228,0.698433,0.001449,0.001814,0.001364,0.002597
13,26,2.367742,0.870968,1.080643,0.033682,0.705305,0.001468,0.001837,0.001358,0.002605
13,27,2.367742,0.896774,1.099351,0.041136,0.712205,0.001487,0.001861,0.001353,0.002613
13,28,2.367742,0.922581,1.118357,0.048580,0.719125,0.001507,0.001886,0.001347,0.002622
13,29,2.367742,0.948387,1.137642,0.056006,0.726055,0.001527,0.001911,0.001342,0.002632
13,30,2.367742,0.974194,1.157187,0.063404,0.732987,0.001547,0.001936,0.001337,0.002642
13,31,2.367742,1.000000,1.176973,0.070766,0.739912,0.001569,0.001963,0.001333,0.002653
14,0,2.380645,0.200000,1.578610,0.198275,0.863603,0.002440,0.003051,0.001546,0.003533
14,1,2.380645,0.225806,1.584079,0.199777,0.865098,0.002354,0.002943,0.001486,0.003402
14,2,2.380645,0.251613,1.590268,0.201470,0.866784,0.002286,0.002858,0.001437,0.003297
14,3,2.380645,0.277419,1.597139,0.203343,0.868649,0.002231,0.002790,0.001397,0.003212
14,4,2.380645,0.303226,1.604659,0.205383,0.870683,0.002188,0.002736,0.001363,0.003142
14,5,2.380645,0.329032,1.612802,0.207581,0.872876,0.002153,0.002693,0.001335,0.003085
14,6,2.380645,0.354839,1.621543,0.209928,0.875219,0.002127,0.002661,0.001312,0.003040
14,7,2.380645,0.380645,1.630859,0.212416,0.877705,0.002109,0.002638,0.001293,0.003005
14,8,2.380645,0.406452,1.640728,0.215037,0.880325,0.002098,0.002623,0.001278,0.002980
14,9,2.380645,0.432258,1.651132,0.217782,0.883072,0.002092,0.002617,0.001267,0.002963
14,10,2.380645,0.458065,1.662049,0.220644,0.885939,0.002092,0.002617,0.001259,0.002954
14,11,2.380645,0.483871,1.673461,0.223616,0.888918,0.002097,0.002623,0.001253,0.002950
14,12,2.380645,0.509677,1.685347,0.226689,0.892003,0.002105,0.002633,0.001249,0.002952
14,13,2.380645,0.535484,1.697687,0.229858,0.895185,0.002116,0.002646,0.001246,0.002956
14,14,2.380645,0.561290,1.710460,0.233113,0.898459,0.002129,0.002663,0.001245,0.002964
14,15,2.380645,0.587097,1.723647,0.236448,0.901816,0.002144,0.002681,0.001244,0.002973
14,16,2.380645,0.612903,1.737225,0.239856,0.905249,0.002159,0.002701,0.001243,0.002983
14,17,2.380645,0.638710,1.751172,0.243329,0.908751,0.002176,0.002721,0.001243,0.002995
14,18,2.380645,0.664516,1.765468,0.246860,0.912316,0.002193,0.002743,0.001242,0.003006
14,19,2.380645,0.690323,1.780090,0.250442,0.915936,0.002211,0.002764,0.001242,0.003018
14,20,2.380645,0.716129,1.795015,0.254068,0.919604,0.002228,0.002787,0.001241,0.003030
14,21,2.380645,0.741935,1.810222,0.257732,0.923314,0.002246,0.002809,0.001241,0.003042
14,22,2.380645,0.767742,1.825689,0.261427,0.927059,0.002264,0.002831,0.001240,0.003054
14,23,2.380645,0.793548,1.841393,0.265147,0.930833,0.002282,0.002854,0.001239,0.003066
14,24,2.380645,0.819355,1.857314,0.268885,0.934630,0.002301,0.002877,0.001239,0.003078
14,25,2.380645,0.845161,1.873429,0.272637,0.938444,0.002319,0.002900,0.001238,0.003090
14,26,2.380645,0.870968,1.889718,0.276397,0.942270,0.002338,0.002923,0.001237,0.003102
14,27,2.380645,0.896774,1.906161,0.280160,0.946102,0.002356,0.002946,0.001236,0.003114
14,28,2.380645,0.922581,1.922737,0.283920,0.949935,0.002375,0.002970,0.001235,0.003126
14,29,2.380645,0.948387,1.939427,0.287673,0.953765,0.002394,0.002993,0.001234,0.003139
14,30,2.380645,0.974194,1.956212,0.291416,0.957588,0.002413,0.003017,0.001234,0.003151
14,31,2.380645,1.000000,1.973074,0.295143,0.961398,0.002433,0.003041,0.001233,0.003164
15,0,2.393548,0.200000,3.329276,0.522350,1.197824,0.003494,0.004364,0.001050,0.003643
15,1,2.393548,0.225806,3.327985,0.522181,1.197647,0.003602,0.004498,0.001082,0.003756
15,2,2.393548,0.251613,3.326629,0.522004,1.197461,0.003714,0.004637,0.001116,0.003873
15,3,2.393548,0.277419,3.325209,0.521819,1.197267,0.003809,0.004756,0.001146,0.003973
15,4,2.393548,0.303226,3.323731,0.521626,1.197064,0.003881,0.004845,0.001168,0.004048
15,5,2.393548,0.329032,3.322207,0.521427,1.196854,0.003928,0.004904,0.001182,0.004098
15,6,2.393548,0.354839,3.320650,0.521223,1.196641,0.003954,0.004936,0.001191,0.004125
15,7,2.393548,0.380645,3.319073,0.521017,1.196424,0.003963,0.004947,0.001194,0.004135
15,8,2.393548,0.406452,3.317491,0.520810,1.196206,0.003959,0.004942,0.001193,0.004132
15,9,2.393548,0.432258,3.315915,0.520603,1.195990,0.003946,0.004926,0.001190,0.004119
15,10,2.393548,0.458065,3.314356,0.520399,1.195775,0.003927,0.004903,0.001185,0.004100
15,11,2.393548,0.483871,3.312825,0.520198,1.195564,0.003906,0.004876,0.001179,0.004078
15,12,2.393548,0.509677,3.311329,0.520002,1.195358,0.003883,0.004847,0.001173,0.004055
15,13,2.393548,0.535484,3.309875,0.519812,1.195158,0.003860,0.004819,0.001166,0.004032
15,14,2.393548,0.561290,3.308471,0.519627,1.194965,0.003839,0.004792,0.001160,0.004011
15,15,2.393548,0.587097,3.307122,0.519450,1.194778,0.003819,0.004768,0.001155,0.003991
15,16,2.393548,0.612903,3.305832,0.519281,1.194600,0.003802,0.004747,0.001150,0.003973
15,17,2.393548,0.638710,3.304607,0.519120,1.194431,0.003787,0.004728,0.001146,0.003958
15,18,2.393548,0.664516,3.303451,0.518968,1.194272,0.003774,0.004713,0.001143,0.003946
15,19,2.393548,0.690323,3.302367,0.518825,1.194122,0.003764,0.004700,0.001140,0.003936
15,20,2.393548,0.716129,3.301358,0.518693,1.193983,0.003757,0.004691,0.001138,0.003929
15,21,2.393548,0.741935,3.300428,0.518570,1.193854,0.003751,0.004684,0.001137,0.003923
15,22,2.393548,0.767742,3.299578,0.518458,1.193737,0.003747,0.004679,0.001136,0.003920
15,23,2.393548,0.793548,3.298810,0.518357,1.193631,0.003745,0.004676,0.001135,0.003918
15,24,2.393548,0.819355,3.298126,0.518267,1.193536,0.003744,0.004675,0.001135,0.003917
15,25,2.393548,0.845161,3.297526,0.518188,1.193453,0.003745,0.004676,0.001136,0.003918
15,26,2.393548,0.870968,3.297011,0.518120,1.193382,0.003746,0.004677,0.001136,0.003919
15,27,2.393548,0.896774,3.296581,0.518064,1.193322,0.003748,0.004680,0.001137,0.003922
15,28,2.393548,0.922581,3.296235,0.518018,1.193274,0.003751,0.004684,0.001138,0.003925
15,29,2.393548,0.948387,3.295973,0.517984,1.193238,0.003754,0.004688,0.001139,0.003929
15,30,2.393548,0.974194,3.295793,0.517960,1.193213,0.003758,0.004693,0.001140,0.003933
15,31,2.393548,1.000000,3.295694,0.517947,1.193199,0.003763,0.004698,0.001142,0.003938
16,0,2.406452,0.200000,6.985207,0.844179,1.533180,0.016438,0.020270,0.002353,0.013221
16,1,2.406452,0.225806,6.957431,0.842449,1.531408,0.015370,0.018973,0.002209,0.012390
16,2,2.406452,0.251613,6.926297,0.840501,1.529412,0.014376,0.017763,0.002076,0.011614
16,3,2.406452,0.277419,6.892038,0.838348,1.527205,0.013458,0.016644,0.001953,0.010899
16,4,2.406452,0.303226,6.854899,0.836001,1.524800,0.012619,0.015620,0.001841,0.010244
16,5,2.406452,0.329032,6.815123,0.833474,1.522208,0.011858,0.014688,0.001740,0.009649
16,6,2.406452,0.354839,6.772943,0.830777,1.519442,0.011171,0.013846,0.001649,0.009113
16,7,2.406452,0.380645,6.728583,0.827924,1.516512,0.010554,0.013090,0.001569,0.008632
16,8,2.406452,0.406452,6.682257,0.824923,1.513432,0.010003,0.012413,0.001497,0.008202
16,9,2.406452,0.432258,6.634175,0.821787,1.510210,0.009513,0.011810,0.001434,0.007820
16,10,2.406452,0.458065,6.584543,0.818526,1.506858,0.009077,0.011275,0.001379,0.007482
16,11,2.406452,0.483871,6.533562,0.815150,1.503387,0.008692,0.010800,0.001330,0.007184
16,12,2.406452,0.509677,6.481428,0.811671,1.499807,0.008352,0.010381,0.001289,0.006921
16,13,2.406452,0.535484,6.428333,0.808098,1.496130,0.008051,0.010010,0.001252,0.006690
16,14,2.406452,0.561290,6.374461,0.804444,1.492366,0.007785,0.009682,0.001221,0.006487
16,15,2.406452,0.587097,6.319989,0.800716,1.488526,0.007549,0.009391,0.001195,0.006309
16,16,2.406452,0.612903,6.265083,0.796927,1.484619,0.007341,0.009133,0.001172,0.006152
16,17,2.406452,0.638710,6.209902,0.793085,1.480656,0.007155,0.008904,0.001152,0.006013
16,18,2.406452,0.664516,6.154594,0.789199,1.476647,0.006989,0.008699,0.001136,0.005891
16,19,2.406452,0.690323,6.099297,0.785280,1.472600,0.006841,0.008516,0.001122,0.005783
16,20,2.406452,0.716129,6.044137,0.781334,1.468524,0.006709,0.008352,0.001110,0.005687
